head,relation,tail,doc_id
pancreatic disease,mentioned_in,16713745,16713745
abdominal pain,mentioned_in,16713745,16713745
nitrogen,mentioned_in,16713745,16713745
interleukin-6,mentioned_in,16713745,16713745
pancreatitis,mentioned_in,16713745,16713745
pancreatic cancer,mentioned_in,16713745,16713745
acute stroke,mentioned_in,24669960,24669960
stroke,mentioned_in,24669960,24669960
thrombolysis,mentioned_in,24669960,24669960
brain ischemia,mentioned_in,24669960,24669960
tibi,mentioned_in,24669960,24669960
hypertension,mentioned_in,24669960,24669960
head and neck cancer,mentioned_in,9278754,9278754
head and neck pain,mentioned_in,9278754,9278754
bodily pain,mentioned_in,9278754,9278754
arsenic,mentioned_in,8738894,8738894
diabetes mellitus,mentioned_in,8738894,8738894
death,mentioned_in,8738894,8738894
foundry,mentioned_in,8738894,8738894
"cancer, cardiovascular disease",mentioned_in,8738894,8738894
diabetes,mentioned_in,8738894,8738894
cardiovascular disease,mentioned_in,8738894,8738894
coronary artery disease,mentioned_in,24671913,24671913
acute coronary syndrome,mentioned_in,24671913,24671913
myocardial infarction,mentioned_in,24671913,24671913
stemi,mentioned_in,24671913,24671913
infarct,mentioned_in,24671913,24671913
left ventricular systolic functions,mentioned_in,24671913,24671913
toluidine blue,mentioned_in,22540518,22540518
angioplasty,mentioned_in,16538201,16538201
stenosis,mentioned_in,16538201,16538201
iliac occlusions,mentioned_in,16538201,16538201
femoral stenosis,mentioned_in,16538201,16538201
iliac stenosis,mentioned_in,16538201,16538201
sfa stenosis,mentioned_in,16538201,16538201
multinodular thyroid disease,mentioned_in,17054994,17054994
multinodular goiter,mentioned_in,17054994,17054994
malignancy,mentioned_in,17054994,17054994
thyroid cancer,mentioned_in,17054994,17054994
deaths,mentioned_in,26999038,26999038
fentanyl,mentioned_in,26999038,26999038
heroin,mentioned_in,26999038,26999038
fatalities,mentioned_in,26999038,26999038
chest wall rigidity,mentioned_in,26999038,26999038
norfentanyl,mentioned_in,26999038,26999038
alfentanyl,mentioned_in,26999038,26999038
death,mentioned_in,26999038,26999038
acute chest rigidity,mentioned_in,26999038,26999038
respiratory arrest,mentioned_in,26999038,26999038
drug abuse,mentioned_in,26999038,26999038
pain,mentioned_in,23598835,23598835
vertebroplasty,mentioned_in,23598835,23598835
breast cancer,mentioned_in,17890090,17890090
mbc,mentioned_in,17890090,17890090
bone lesions,mentioned_in,17890090,17890090
obesity,mentioned_in,22813804,22813804
trauma,mentioned_in,22813804,22813804
fractures,mentioned_in,22813804,22813804
pelvic injuries,mentioned_in,22813804,22813804
cirrhosis,mentioned_in,26923375,26923375
esophageal varix,mentioned_in,26923375,26923375
esophageal varices,mentioned_in,26923375,26923375
hepatic cirrhosis,mentioned_in,26923375,26923375
hepatic and splenic arterial resistive,mentioned_in,26923375,26923375
hepatic artery resistive,mentioned_in,26923375,26923375
fluorodeoxyglucose,mentioned_in,20304513,20304513
fdg,mentioned_in,20304513,20304513
tumor hypoxia,mentioned_in,20304513,20304513
hypoxia,mentioned_in,20304513,20304513
tumor,mentioned_in,20304513,20304513
sccvii tumors,mentioned_in,20304513,20304513
autism spectrum disorder,mentioned_in,21689015,21689015
asd,mentioned_in,21689015,21689015
asd.settings/ a,mentioned_in,21689015,21689015
autism,mentioned_in,21689015,21689015
upper gastrointestinal small bowel follow-through (ugi-sbft),mentioned_in,10811329,10811329
inflammation,mentioned_in,10811329,10811329
inflammatory bowel disease,mentioned_in,10811329,10811329
ibd,mentioned_in,10811329,10811329
crohn's disease,mentioned_in,10811329,10811329
ulcerative colitis,mentioned_in,10811329,10811329
colitis,mentioned_in,10811329,10811329
avascular necrosis,mentioned_in,10834864,10834864
avn,mentioned_in,10834864,10834864
systemic lupus erythematosus,mentioned_in,10834864,10834864
antiphospholipid antibody status (igm and igg anticardiolipin antibodies and,mentioned_in,10834864,10834864
lupus,mentioned_in,10834864,10834864
organ disease,mentioned_in,10834864,10834864
antiphospholipid,mentioned_in,10834864,10834864
± 6.0),mentioned_in,27909738,27909738
± 4.5),mentioned_in,27909738,27909738
± 5.7),mentioned_in,27909738,27909738
"± 2.8), 0.5",mentioned_in,27909738,27909738
± 2.2),mentioned_in,27909738,27909738
± 1.8),mentioned_in,27909738,27909738
± 2.3),mentioned_in,27909738,27909738
± 5.0),mentioned_in,27909738,27909738
variceal hemorrhage,mentioned_in,26063028,26063028
hypertension,mentioned_in,26063028,26063028
thrombosis,mentioned_in,26063028,26063028
p=0.631,mentioned_in,26063028,26063028
non-obese,mentioned_in,25034219,25034219
eating behaviors,mentioned_in,25521278,25521278
weight gain,mentioned_in,25521278,25521278
obesity,mentioned_in,25521278,25521278
lower limb fractures,mentioned_in,27908583,27908583
chronic spinal cord injuries,mentioned_in,27908583,27908583
fractures,mentioned_in,27908583,27908583
pain,mentioned_in,27908583,27908583
vancomycin,mentioned_in,23422012,23422012
infections,mentioned_in,23422012,23422012
lansoprazole,mentioned_in,11500608,11500608
heartburn,mentioned_in,11500608,11500608
influenza-like illness,mentioned_in,8111516,8111516
ili,mentioned_in,8111516,8111516
140,mentioned_in,8111516,8111516
fever,mentioned_in,8111516,8111516
cough,mentioned_in,8111516,8111516
sore throat,mentioned_in,8111516,8111516
myalgia,mentioned_in,8111516,8111516
"1,672,542",mentioned_in,8111516,8111516
pneumonia,mentioned_in,8111516,8111516
dickkopf-3,mentioned_in,25604390,25604390
tumor,mentioned_in,25604390,25604390
cancer,mentioned_in,25604390,25604390
gastric cancer,mentioned_in,25604390,25604390
t stage,mentioned_in,25604390,25604390
agc,mentioned_in,25604390,25604390
atrial fibrillation,mentioned_in,25985014,25985014
nsr,mentioned_in,25985014,25985014
barium enemas,mentioned_in,14627582,14627582
polyp,mentioned_in,14627582,14627582
carcinoma,mentioned_in,14627582,14627582
adenocarcinomas,mentioned_in,14627582,14627582
macrosomia,mentioned_in,18570208,18570208
cancer,mentioned_in,23448747,23448747
cancer type,mentioned_in,23448747,23448747
pain,mentioned_in,23448747,23448747
weight loss,mentioned_in,23448747,23448747
memory recall,mentioned_in,23448747,23448747
cancer type or stage,mentioned_in,23448747,23448747
undescended testis,mentioned_in,20156655,20156655
palpable,mentioned_in,20156655,20156655
abruptio,mentioned_in,16147837,16147837
macrosomia,mentioned_in,16147837,16147837
death,mentioned_in,16147837,16147837
hemorrhage,mentioned_in,16147837,16147837
hiv infections,mentioned_in,24495711,24495711
fracture,mentioned_in,20101129,20101129
infection,mentioned_in,20101129,20101129
osteonecrosis,mentioned_in,20101129,20101129
nonunion,mentioned_in,20101129,20101129
malunion,mentioned_in,20101129,20101129
death,mentioned_in,20101129,20101129
small bowel disorders,mentioned_in,17593459,17593459
chronic gastrointestinal bleeding,mentioned_in,17593459,17593459
diarrhea,mentioned_in,17593459,17593459
polyposis,mentioned_in,17593459,17593459
occult or obscure gastrointestinal bleeding,mentioned_in,17593459,17593459
bleeding,mentioned_in,17593459,17593459
multiple angiodysplasias,mentioned_in,17593459,17593459
arterial-venous malformation,mentioned_in,17593459,17593459
duodenal adenocarcinoma,mentioned_in,17593459,17593459
jejunal tuberculosis,mentioned_in,17593459,17593459
erosions,mentioned_in,17593459,17593459
ulcer,mentioned_in,17593459,17593459
lymphomas,mentioned_in,17593459,17593459
plasmocytoma,mentioned_in,17593459,17593459
gardner's syndrome,mentioned_in,17593459,17593459
peutz-jeghers' syndrome,mentioned_in,17593459,17593459
familial adenomatous polyposis,mentioned_in,17593459,17593459
"behçet's disease, jejunal submucosal lesion",mentioned_in,17593459,17593459
lymphangiectasia,mentioned_in,17593459,17593459
blastomycosis,mentioned_in,17593459,17593459
wm deficit,mentioned_in,24577079,24577079
obsessive-compulsive,mentioned_in,9582182,9582182
tumor,mentioned_in,9582182,9582182
tumors,mentioned_in,9582182,9582182
dementia,mentioned_in,9582182,9582182
anxiety,mentioned_in,9582182,9582182
chronic illness problem inventory,mentioned_in,9582182,9582182
depression,mentioned_in,9582182,9582182
complaints of memory problems,mentioned_in,9582182,9582182
anomaly,mentioned_in,17715311,17715311
fetal anomaly,mentioned_in,17715311,17715311
pyelectasis,mentioned_in,17715311,17715311
pain,mentioned_in,19430778,19430778
discography,mentioned_in,19430778,19430778
discogenic,mentioned_in,19430778,19430778
low back pain,mentioned_in,19430778,19430778
tuberculosis,mentioned_in,12848629,12848629
acquired immunodeficiency syndrome,mentioned_in,12848629,12848629
extra-pulmonary tuberculosis,mentioned_in,12848629,12848629
intestinal tuberculosis,mentioned_in,12848629,12848629
tuberculous enterocolitis,mentioned_in,12848629,12848629
granuloma,mentioned_in,12848629,12848629
intestinal obstruction,mentioned_in,12848629,12848629
perianal fistula,mentioned_in,12848629,12848629
myocardial infarction,mentioned_in,10732884,10732884
coronary artery disease,mentioned_in,10732884,10732884
knee arthroplasty,mentioned_in,23568387,23568387
tka,mentioned_in,23568387,23568387
diabetes mellitus,mentioned_in,25675614,25675614
periodontitis,mentioned_in,25675614,25675614
glucose,mentioned_in,25675614,25675614
gout,mentioned_in,26784147,26784147
urate,mentioned_in,26784147,26784147
ult,mentioned_in,26784147,26784147
allopurinol,mentioned_in,26784147,26784147
megarectum,mentioned_in,20850631,20850631
constipation,mentioned_in,20850631,20850631
6.8 ±,mentioned_in,20850631,20850631
nsc,mentioned_in,22849512,22849512
dutch,mentioned_in,22849512,22849512
abortion,mentioned_in,17403428,17403428
infertility,mentioned_in,17403428,17403428
preeclampsia,mentioned_in,17403428,17403428
pregnancy loss,mentioned_in,17403428,17403428
cancer,mentioned_in,21252642,21252642
apnea,mentioned_in,25503376,25503376
osa,mentioned_in,25503376,25503376
cardiovascular disease,mentioned_in,25503376,25503376
uppp,mentioned_in,25503376,25503376
hypertriglyceridemia,mentioned_in,25503376,25503376
hypercholesterolemia,mentioned_in,25503376,25503376
hyperlipidemia,mentioned_in,25503376,25503376
anxiety,mentioned_in,12172698,12172698
depression,mentioned_in,12172698,12172698
alcohol,mentioned_in,12172698,12172698
cortisol,mentioned_in,12172698,12172698
alcohol craving,mentioned_in,12172698,12172698
stroke,mentioned_in,19351635,19351635
non-stroke,mentioned_in,19351635,19351635
atrial fibrillation,mentioned_in,19351635,19351635
lacunar stroke,mentioned_in,19351635,19351635
weight reduction,mentioned_in,19351635,19351635
pain,mentioned_in,17606778,17606778
vitamin c,mentioned_in,17606778,17606778
ascorbic acid,mentioned_in,17606778,17606778
fractures,mentioned_in,17606778,17606778
fracture,mentioned_in,17606778,17606778
ninety-nine,mentioned_in,17606778,17606778
200-mg,mentioned_in,17606778,17606778
500-mg,mentioned_in,17606778,17606778
digoxin,mentioned_in,24318956,24318956
heart failure,mentioned_in,24318956,24318956
cardiac arrhythmias,mentioned_in,24318956,24318956
prostate cancer,mentioned_in,24318956,24318956
green,mentioned_in,26044262,26044262
diabetes,mentioned_in,20011163,20011163
obese,mentioned_in,20011163,20011163
type 2 diabetes,mentioned_in,20011163,20011163
obstructive sleep apnea,mentioned_in,16735905,16735905
osa,mentioned_in,16735905,16735905
sleep disorders,mentioned_in,16735905,16735905
h2o,mentioned_in,16735905,16735905
apnea-hypopnea,mentioned_in,16735905,16735905
pancreatitis,mentioned_in,18670651,18670651
ercp-induced pancreatits,mentioned_in,18670651,18670651
tumor necrosis,mentioned_in,18670651,18670651
post-ercp pancreatitis,mentioned_in,18670651,18670651
acute pancreatitis,mentioned_in,18670651,18670651
cancer,mentioned_in,11034241,11034241
breast cancer,mentioned_in,11034241,11034241
tumor,mentioned_in,11034241,11034241
t2 cancers,mentioned_in,11034241,11034241
cancers,mentioned_in,11034241,11034241
cancers,mentioned_in,24013712,24013712
esophageal cancer,mentioned_in,24013712,24013712
esophageal squamous cell carcinoma,mentioned_in,24013712,24013712
escc,mentioned_in,24013712,24013712
lithogenesis,mentioned_in,23240452,23240452
cardiovascular diseases,mentioned_in,21420186,21420186
dimethylarginine,mentioned_in,21420186,21420186
adma,mentioned_in,21420186,21420186
nitric oxide,mentioned_in,21420186,21420186
adverse cardiovascular events and,mentioned_in,21420186,21420186
cardiac death,mentioned_in,21420186,21420186
lidocaine,mentioned_in,22302761,22302761
monoethylglycinexylidide,mentioned_in,22302761,22302761
megx,mentioned_in,22302761,22302761
desmoids,mentioned_in,21979183,21979183
abdominal desmoids,mentioned_in,21979183,21979183
familial adenomatous polyposis,mentioned_in,21979183,21979183
ipaa,mentioned_in,21979183,21979183
intra-abdominal desmoid tumor,mentioned_in,21979183,21979183
stoma,mentioned_in,21979183,21979183
bleeding,mentioned_in,21979183,21979183
fistula,mentioned_in,21979183,21979183
bowel obstruction,mentioned_in,21979183,21979183
pain,mentioned_in,21979183,21979183
death,mentioned_in,21979183,21979183
tumors,mentioned_in,21979183,21979183
desmoid tumor,mentioned_in,21979183,21979183
cancer,mentioned_in,12607120,12607120
continence,mentioned_in,12607120,12607120
anastomotic leakage,mentioned_in,12607120,12607120
allergic,mentioned_in,24516646,24516646
albumin/creatinine,mentioned_in,28247485,28247485
acr,mentioned_in,28247485,28247485
preeclampsia,mentioned_in,28247485,28247485
pco,mentioned_in,21593045,21593045
polycystic ovary syndrome,mentioned_in,21593045,21593045
pcos,mentioned_in,21593045,21593045
gonadotrophins,mentioned_in,21593045,21593045
metformin,mentioned_in,21593045,21593045
ovarian hyperstimulation,mentioned_in,21593045,21593045
ohss,mentioned_in,21593045,21593045
hyperandrogenism,mentioned_in,21593045,21593045
breast cancer,mentioned_in,26471488,26471488
tumor,mentioned_in,26471488,26471488
ductal carcinoma,mentioned_in,26471488,26471488
breasts,mentioned_in,26471488,26471488
hypothyroidism,mentioned_in,16647887,16647887
temporomandibular joints,mentioned_in,22668712,22668712
myomas,mentioned_in,18439500,18439500
myoma,mentioned_in,18439500,18439500
blood loss,mentioned_in,18439500,18439500
leiomyosarcoma,mentioned_in,18439500,18439500
diaphragmatic parasitic myoma,mentioned_in,18439500,18439500
dilutional coagulopathy,mentioned_in,18439500,18439500
cancer,mentioned_in,23347337,23347337
colorectal cancers,mentioned_in,23347337,23347337
colorectal and node-positive breast cancers,mentioned_in,23347337,23347337
breast and colon cancers,mentioned_in,23347337,23347337
breast and colorectal cancer,mentioned_in,23347337,23347337
breast cancer,mentioned_in,23347337,23347337
febrile neutropenia,mentioned_in,23347337,23347337
xelox,mentioned_in,23347337,23347337
diarrhoea,mentioned_in,23347337,23347337
vomiting,mentioned_in,23347337,23347337
toxic death,mentioned_in,23347337,23347337
